Numero,Titulo,Compositor_Melodia,Compositor_Letra,Arquivo
1037,Aleluia! (Aclamação ao Evangelho),Pe. José Cândido da Silva,,cantos/1037_Aleluia_Aclamação_ao_Evangelho.pdf
1038,Eu te ofereço o meu viver,Pe. José Cândido da Silva,,cantos/1038_Eu_te_ofereço_o_meu_viver.pdf
1039,Nas tuas mãos (Comunhão),Pe. José Cândido da Silva,,cantos/1039_Nas_tuas_mãos_Comunhão.pdf
1040,Disse o Senhor ao meu Senhor (Pós-comunhão),,,cantos/1040_Disse_o_Senhor_ao_meu_Senhor_Pós-comunhão.pdf
1041,"Hoje venho, Senhor (Louvor final)",Ir. Míria T. Kolling,,cantos/1041_Hoje_venho_Senhor_Louvor_final.pdf
1042,Brilhe a vossa luz,Pe Ney Brasil,,cantos/1042_Brilhe_a_vossa_luz.pdf
1043,Ladainha de Todos os Santos,André Zamur,,cantos/1043_Ladainha_de_Todos_os_Santos.pdf
1044,Senhor,Pe. Ney Brasil,,cantos/1044_Senhor.pdf
1045,Glória a Deus,Andréa A. de Munhoz Lopes,,cantos/1045_Glória_a_Deus.pdf
1046,Resposta à Prece dos fiés,Venha o vosso Reino,,cantos/1046_Resposta_à_Prece_dos_fiés.pdf
1047,Santo,Oswaldo J. Santos,,cantos/1047_Santo.pdf
1048,Após a Consagração,Marcelo Vizani,,cantos/1048_Após_a_Consagração.pdf
1049,Aclamações da Oração Eucarística,,,cantos/1049_Aclamações_da_Oração_Eucarística.pdf
1050,Doxologia final - Amém (I),Ir. Míria T. Kolling,,cantos/1050_Doxologia_final_-_Amém_I.pdf
1051,Cristo é o nosso Amém! (II),Ir. Míria T. Kolling,Lecionário,cantos/1051_Cristo_é_o_nosso_Amém_II.pdf
1052,Pai Nosso,João Paulo Munhoz &,,cantos/1052_Pai_Nosso.pdf
1053,A paz do Senhor,Rafael Righini,,cantos/1053_A_paz_do_Senhor.pdf
1054,Cordeiro de Deus,Eurivaldo S. Ferreira,,cantos/1054_Cordeiro_de_Deus.pdf
1055,Reúne teu povo,Am Dm G £ Em£ £,,cantos/1055_Reúne_teu_povo.pdf
1056,"Senhor, tua Palavra",Ir. Míria T. Kolling,,cantos/1056_Senhor_tua_Palavra.pdf
1057,A Palavra de Deus chegou,Socorro Lira,,cantos/1057_A_Palavra_de_Deus_chegou.pdf
1058,É preciso renascer,J. Pedro Martins,,cantos/1058_É_preciso_renascer.pdf
1059,A água que eu te darei,Ir. Míria T. Kolling,,cantos/1059_A_água_que_eu_te_darei.pdf
1060,Deus é Amor (Refrão orante),Taizé,,cantos/1060_Deus_é_Amor_Refrão_orante.pdf
1061,Aleluia,Owen Alstott,,cantos/1061_Aleluia.pdf
1062,"Senhor, escuta as preces (Entrada)",Reginaldo Veloso,,cantos/1062_Senhor_escuta_as_preces_Entrada.pdf
1063,Cantemos juntos (Oferendas),Oswaldo J. Santos,,cantos/1063_Cantemos_juntos_Oferendas.pdf
1064,"Graças, Senhor (Comunhão)",Ricardo Trenemann,,cantos/1064_Graças_Senhor_Comunhão.pdf
1065,Luz radiante,,,cantos/1065_Luz_radiante.pdf
1066,Na festa da vida!,Pe. Lucas de Paula Almeida,Pe. Lúcio Floro,cantos/1066_Na_festa_da_vida.pdf
1067,Somente um canto,Focolarinos,,cantos/1067_Somente_um_canto.pdf
1068,"Não há, não há",Ir. Míria T. Kolling,Pe. José Bortolini,cantos/1068_Não_há_não_há.pdf
1069,Que os anjos te conduzam!...,Ir. Míria T. Kolling,,cantos/1069_Que_os_anjos_te_conduzam.pdf
1070,Do tronco da vida,Fr. Adolfo Temme,,cantos/1070_Do_tronco_da_vida.pdf
1071,"Acolhei, ó Redentor",Pe. Ney Brasil,CNBB,cantos/1071_Acolhei_ó_Redentor.pdf
1072,Sou de Deus trovador,Pe. José Freitas Campos,,cantos/1072_Sou_de_Deus_trovador.pdf
1073,Na voz do nosso sofrimento,Eurivaldo Silva Ferreira,,cantos/1073_Na_voz_do_nosso_sofrimento.pdf
1074,Sou romeiro que caminha (Abertura/Romaria),,,cantos/1074_Sou_romeiro_que_caminha_AberturaRomaria.pdf
1075,Um homem de Deus vem chegando (Vocacional),André Zamur,João de Araújo,cantos/1075_Um_homem_de_Deus_vem_chegando_Vocacional.pdf
1076,Louvemos o Senhor,Taizé,,cantos/1076_Louvemos_o_Senhor.pdf
1077,Deus velará por nós!,Ir. Míria T. Kolling,Bárbara Maix,cantos/1077_Deus_velará_por_nós.pdf
1078,Jubilate Deo (Canone),Michael Prætorius,,cantos/1078_Jubilate_Deo_Canone.pdf
1079,Enquanto temos água,Moacyr Carlos Junior,,cantos/1079_Enquanto_temos_água.pdf
1080,Me despedindo eu vou (Louvor final/Encontro),Pe. José Freitas Campos,,cantos/1080_Me_despedindo_eu_vou_Louvor_finalEncontro.pdf
1081,Santa Margarida Maria Alacoque,Ir. Míria T. Kolling,João de Araújo,cantos/1081_Santa_Margarida_Maria_Alacoque.pdf
1082,De família tão simples e pobre,Ir. Míria T. Kolling,João de Araújo,cantos/1082_De_família_tão_simples_e_pobre.pdf
1083,Este povo chegou! (Acolhida),Pe. Renato Luiz Caron,,cantos/1083_Este_povo_chegou_Acolhida.pdf
1084,"Venham, venham todos",André Zamur,J. Thomaz Filho,cantos/1084_Venham_venham_todos.pdf
1085,Ide por todo o mundo (Salmo Responsorial),Ir. Míria T. Kolling,Lecionário,cantos/1085_Ide_por_todo_o_mundo_Salmo_Responsorial.pdf
1086,Os que lançam as sementes Salmo responsorial),André Zamur,J. Thomaz Filho,cantos/1086_Os_que_lançam_as_sementes_Salmo_responsorial.pdf
1087,"Aleluia, aleluia! (Aclamação ao Evangelho)",André Zamur,J. Thomaz Filho,cantos/1087_Aleluia_aleluia_Aclamação_ao_Evangelho.pdf
1088,Quando lhe falamos de fome (Oferendas),Ir. Míria T. Kolling,J. Thomaz Filho,cantos/1088_Quando_lhe_falamos_de_fome_Oferendas.pdf
1089,Eu deixei o meu barco (Comunhão),André Zamur,J. Thomaz Filho,cantos/1089_Eu_deixei_o_meu_barco_Comunhão.pdf
1090,Do supremo Rei na corte,Ir. Míria T. Kolling,Liturgia das Horas,cantos/1090_Do_supremo_Rei_na_corte.pdf
1091,Impossível cruzar os meus braços,Ir. Míria T. Kolling,J. Thomaz Filho,cantos/1091_Impossível_cruzar_os_meus_braços.pdf
1092,Amou-nos até o fim!,Ir. Míria T. Kolling,,cantos/1092_Amou-nos_até_o_fim.pdf
1093,"Senhor, tende piedade!",Valdeci Farias,,cantos/1093_Senhor_tende_piedade.pdf
1094,"Aspergi-me, Senhor! (Rito da Aspersão)",Paulo Luiz Domingos,,cantos/1094_Aspergi-me_Senhor_Rito_da_Aspersão.pdf
1095,Glória a Deus lá nas alturas (Hino de Louvor),Pe. Arcângelo Gabriel Vigne,,cantos/1095_Glória_a_Deus_lá_nas_alturas_Hino_de_Louvor.pdf
1095,(Hino de Louvor),,,cantos/1095_Hino_de_Louvor.pdf
1096,Glória a Deus nos altos céus! (Hino de Louvor),Fr. Alberto Beckhäuser,CNBB,cantos/1096_Glória_a_Deus_nos_altos_céus_Hino_de_Louvor.pdf
1097,"Atendei-nos, Senhor!",Ir. Míria T. Kolling,,cantos/1097_Atendei-nos_Senhor.pdf
1098,Santo,Pe. Arcângelo Gabriel Vigne,,cantos/1098_Santo.pdf
1099,Santificai nossa oferenda,HL,,cantos/1099_Santificai_nossa_oferenda.pdf
1100,Eis o mistério da fé,Juliana Maria Colli,,cantos/1100_Eis_o_mistério_da_fé.pdf
1101,Doxologia (I),Hinário Litúrgico,,cantos/1101_Doxologia_I.pdf
1102,Doxologia (II),"Amém, aleluia!",,cantos/1102_Doxologia_II.pdf
1103,A paz esteja convosco (Abraço da paz),Música israelita,,cantos/1103_A_paz_esteja_convosco_Abraço_da_paz.pdf
1104,Cordeiro de Deus,Pe. Arcângelo Gabriel Vigne,,cantos/1104_Cordeiro_de_Deus.pdf
1105,Estes lábios meus,Edna Bernardo,ODC,cantos/1105_Estes_lábios_meus.pdf
1106,"Protege-me, ó Deus",Jocy Rodrigues,,cantos/1106_Protege-me_ó_Deus.pdf
1107,"Irmãos, saudemos com alegria",Leonardo Piacentini,,cantos/1107_Irmãos_saudemos_com_alegria.pdf
1108,Suba aos céus,Eurivaldo Silva Ferreira,,cantos/1108_Suba_aos_céus.pdf
1109,Amém,Ir. Míria T. Kolling,,cantos/1109_Amém.pdf
1110,A Palavra do Senhor,Eurivaldo S. Ferreira,,cantos/1110_A_Palavra_do_Senhor.pdf
1111,Tua Palavra é,Zé Vicente,,cantos/1111_Tua_Palavra_é.pdf
1112,"Aleluia, Cristo vai falar!",Oswaldo J. Santos,,cantos/1112_Aleluia_Cristo_vai_falar.pdf
1113,Aleluia,Daniel De Angeles A. Pereira,,cantos/1113_Aleluia.pdf
1114,Atenção todos que estão com sede,Ir. Míria T. Kolling,,cantos/1114_Atenção_todos_que_estão_com_sede.pdf
1115,O trigo foi semeado (Oferendas),Pe. José Cândido da Silva,,cantos/1115_O_trigo_foi_semeado_Oferendas.pdf
1116,Eu sou o Pão da Vida (Comunhão),,,cantos/1116_Eu_sou_o_Pão_da_Vida_Comunhão.pdf
1117,Vinde e vede! (Abertura/Comunhão),Pe. Ney Brasil Pereira,,cantos/1117_Vinde_e_vede_AberturaComunhão.pdf
1118,"Fica aqui, Jesus (Refrão orante)",Taizé,,cantos/1118_Fica_aqui_Jesus_Refrão_orante.pdf
1119,Diante de tanta descrença,Pe. José Freitas Campos,,cantos/1119_Diante_de_tanta_descrença.pdf
1120,Dona nobis pacem,,,cantos/1120_Dona_nobis_pacem.pdf
1121,Haja paz na terra!,Sv. Miller e Jill Lackson,,cantos/1121_Haja_paz_na_terra.pdf
1122,Santa Eucaristia,Ir. Míria T. Kolling,Pe. Lúcio Floro,cantos/1122_Santa_Eucaristia.pdf
1123,Vem Divino Espírito (Refrão ao Espírito Santo),Taizé,,cantos/1123_Vem_Divino_Espírito_Refrão_ao_Espírito_Santo.pdf
1124,Enfeitada assim de sol poente (Comunhão),Pe. Ricardo Dias Neto,,cantos/1124_Enfeitada_assim_de_sol_poente_Comunhão.pdf
1125,Ressuscitou de verdade! (Refrão Pascal),Taizé,,cantos/1125_Ressuscitou_de_verdade_Refrão_Pascal.pdf
1126,"Luz do mundo (Batismo, Celebração da Luz...)",João Batista Ferreira (Mutum),,cantos/1126_Luz_do_mundo_Batismo_Celebração_da_Luz.pdf
1127,Tu és a glória de Jerusalém,Pe. Manuel Luis,Pe Fernando Meiro,cantos/1127_Tu_és_a_glória_de_Jerusalém.pdf
1128,"A vós, meu anjo protetor",Pe. Arcângelo Gabriel Vigne,,cantos/1128_A_vós_meu_anjo_protetor.pdf
1129,Uma vela na coroa acendemos,André W. Martinelli,,cantos/1129_Uma_vela_na_coroa_acendemos.pdf
1130,Maria Imaculada,Ir. Míria T. Kolling,,cantos/1130_Maria_Imaculada.pdf
1131,Povo meu (Sexta-feira Santa e adoração da Cruz),Fr. Luiz Turra,João de Araújo,cantos/1131_Povo_meu_Sexta-feira_Santa_e_adoração_da_Cruz.pdf
1132,Ó vós todos,,,cantos/1132_Ó_vós_todos.pdf
1133,Eu já não bebo dos riachos,Ir. Míria T. Kolling,,cantos/1133_Eu_já_não_bebo_dos_riachos.pdf
1134,"Alcançaste-me, Senhor",Ir. Míria T. Kolling,,cantos/1134_Alcançaste-me_Senhor.pdf
1135,"Tu cuidas de mim, Senhor!",Ir. Míria T. Kolling,,cantos/1135_Tu_cuidas_de_mim_Senhor.pdf
1136,Sei que não estou mais sozinho,Eurivaldo S. Ferreira,,cantos/1136_Sei_que_não_estou_mais_sozinho.pdf
1137,Louvado sejas,Fr. Fabreti,S. Francisco de Assis,cantos/1137_Louvado_sejas.pdf
1138,"Bakhita, és feita de amor",Ir. Míria T. Kolling,,cantos/1138_Bakhita_és_feita_de_amor.pdf
1139,"Aos doentes, do céu amor trazes",André Zamur,João de Araújo,cantos/1139_Aos_doentes_do_céu_amor_trazes.pdf
1140,Bem-vindo irmão! (Acolhida),Pe. Loacir Luvizon,,cantos/1140_Bem-vindo_irmão_Acolhida.pdf
1141,Caminho estradas sem fim... (Abertura),Ir. Míria T. Kolling,,cantos/1141_Caminho_estradas_sem_fim_Abertura.pdf
1142,Meu coração e minha carne rejubilam,Ir. Míria T. Kolling,,cantos/1142_Meu_coração_e_minha_carne_rejubilam.pdf
1143,Aleluia! Se alguém me ama (Aclamação ao Evangelho),Ir. Míria T. Kolling,,cantos/1143_Aleluia_Se_alguém_me_ama_Aclamação_ao_Evangelho.pdf
1144,Sou vosso e Vós (Oferendas),Ir. Míria T. Kolling,Santa Teresa,cantos/1144_Sou_vosso_e_Vós_Oferendas.pdf
1145,"Jesus, tu és a luz (Refrão orante)",Ir. Míria T. Kolling,,cantos/1145_Jesus_tu_és_a_luz_Refrão_orante.pdf
1146,É tua alma (Comunhão),Ir. Míria T. Kolling,,cantos/1146_É_tua_alma_Comunhão.pdf
1147,Vejam-te meus olhos (Louvor final),Ir. Míria T. Kolling,Santa Teresa,cantos/1147_Vejam-te_meus_olhos_Louvor_final.pdf
1148,Nada te perturbe! (Refrão orante),Ir. Míria T. Kolling,Santa Teresa,cantos/1148_Nada_te_perturbe_Refrão_orante.pdf
1149,"Salve Maria, Mãe de Deus (Abertura)",André Zamur,Fr. José Moacyr Cadenassi,cantos/1149_Salve_Maria_Mãe_de_Deus_Abertura.pdf
1150,Meu coração se regozija,André Zamur,Lecionário,cantos/1150_Meu_coração_se_regozija.pdf
1151,Aleluia! Sois feliz (Aclamação ao Evangelho),André Zamur,Lecionário,cantos/1151_Aleluia_Sois_feliz_Aclamação_ao_Evangelho.pdf
1152,"A vós, Senhor (Apresentação dos dons)",André Zamur,Fr. José Moacyr Cadenassi,cantos/1152_A_vós_Senhor_Apresentação_dos_dons.pdf
1153,Vós sois o nosso alicerce (Comunhão),André Zamur,Fr. José Moacyr Cadenassi,cantos/1153_Vós_sois_o_nosso_alicerce_Comunhão.pdf
1154,"Maria, Mãe do Cristo (Louvor final)",André Zamur,Fr. José Moacyr Cadenassi,cantos/1154_Maria_Mãe_do_Cristo_Louvor_final.pdf
1155,a Em nome do Pai,Fr. Luiz Turra,,cantos/1155_a_Em_nome_do_Pai.pdf
1155,b Que a graça,Fr. Luiz Turra,,cantos/1155_b_Que_a_graça.pdf
1155,c Kyrie eleison,Fr. Luiz Turra,,cantos/1155_c_Kyrie_eleison.pdf
1155,d Glória a Deus (Hino de Louvor),Fr. Luiz Turra,,cantos/1155_d_Glória_a_Deus_Hino_de_Louvor.pdf
1155,"e Creio, creio, amém! (Profissão de fé)",Fr. Luiz Turra,,cantos/1155_e_Creio_creio_amém_Profissão_de_fé.pdf
1155,f Bendito seja Deus,Fr. Wilson João,,cantos/1155_f_Bendito_seja_Deus.pdf
1155,g Santo,Fr. Luiz Turra,,cantos/1155_g_Santo.pdf
1155,h Eis o mistério da fé,Fr. Luiz Turra,,cantos/1155_h_Eis_o_mistério_da_fé.pdf
1155,i Saudação da paz,Fr. Luiz Turra,,cantos/1155_i_Saudação_da_paz.pdf
1155,j Cordeiro de Deus,Fr. Luiz Turra,,cantos/1155_j_Cordeiro_de_Deus.pdf
1155,k Eis o Cordeiro de Deus,Fr. Luiz Turra,,cantos/1155_k_Eis_o_Cordeiro_de_Deus.pdf
1155,l O Senhor esteja convosco! (Bênção final),Ir. Míria T. Kolling,,cantos/1155_l_O_Senhor_esteja_convosco_Bênção_final.pdf
1155,m Por Cristo... (Doxologia),Fr. Luiz Turra,,cantos/1155_m_Por_Cristo_Doxologia.pdf
1155,n Guiados pelo Espírito,Fr. Luiz Turra,,cantos/1155_n_Guiados_pelo_Espírito.pdf
1156,a Glória a Deus nos altos céus,Raquel Nascimento Pereira,CNBB,cantos/1156_a_Glória_a_Deus_nos_altos_céus.pdf
1156,"b Sê nossa luz, ó Senhor (Resposta à prece dos fiéis)",,,cantos/1156_b_Sê_nossa_luz_ó_Senhor_Resposta_à_prece_dos_fiéis.pdf
1156,c Santo,Pe. Ney Brasil Pereira,,cantos/1156_c_Santo.pdf
1156,d O vosso Filho permaneça entre nós,Ir. Míria T. Kolling,,cantos/1156_d_O_vosso_Filho_permaneça_entre_nós.pdf
1156,e Cristo é o nosso amém (Doxologia),,,cantos/1156_e_Cristo_é_o_nosso_amém_Doxologia.pdf
1157,Deixa-me ficar em paz (Refrão à Palavra),Pe. Eliomar Ribeiro,Tagore,cantos/1157_Deixa-me_ficar_em_paz_Refrão_à_Palavra.pdf
1158,a Aleluia! (Aclamação ao Evangelho),,,cantos/1158_a_Aleluia_Aclamação_ao_Evangelho.pdf
1158,b Aleluia! Tua Palavra é como chuva(Aclamação ao Evangelho),D. Pedro Brito Guimarães,,cantos/1158_b_Aleluia_Tua_Palavra_é_como_chuvaAclamação_ao_Eva.pdf
1159,"É um prazer, Senhor (Abertura)",Pe. José Freitas Campos,Fr. José Moacyr Cadenassi,cantos/1159_É_um_prazer_Senhor_Abertura.pdf
1160,A manhã alegremente (Abertura),L. A. Karan,Ir. Maria Luiza Ricciardi,cantos/1160_A_manhã_alegremente_Abertura.pdf
1161,Obras do Senhor (Oferendas),D. Pedro Brito Guimarães,,cantos/1161_Obras_do_Senhor_Oferendas.pdf
1162,Queremos ver-te Jesus (Comunhão),D. Pedro Brito Guimarães,,cantos/1162_Queremos_ver-te_Jesus_Comunhão.pdf
1163,Eu sou o Pão da Vida (Comunhão),Luiz A. Karan,Ir. Maria Luiza Ricciardi,cantos/1163_Eu_sou_o_Pão_da_Vida_Comunhão.pdf
1164,"A ti, ó Deus",Reginaldo Veloso,,cantos/1164_A_ti_ó_Deus.pdf
1165,Nós acreditamos,Ir. Míria T. Kolling,,cantos/1165_Nós_acreditamos.pdf
1166,Ó vinde todos,Pe. Arcangelo Gabriel Vigne,,cantos/1166_Ó_vinde_todos.pdf
1167,Nós vos adoramos e vos bendizemos (Refrão orante),Flávio Jabur,,cantos/1167_Nós_vos_adoramos_e_vos_bendizemos_Refrão_orante.pdf
1168,a De onde pode vir a paz?,Espiritual Negro,Simeão Gossens,cantos/1168_a_De_onde_pode_vir_a_paz.pdf
1168,b Entrega ao Senhor (Refrão orante),Ir. Míria T. Kolling,,cantos/1168_b_Entrega_ao_Senhor_Refrão_orante.pdf
1168,"c Nós vos adoramos, ó Cordeiro (Refrão orante)",Ir. Míria T. Kolling,Fr. José Moacyr Cadenassi,cantos/1168_c_Nós_vos_adoramos_ó_Cordeiro_Refrão_orante.pdf
1169,a Nesta ciranda,Eurivaldo S. Ferreira,,cantos/1169_a_Nesta_ciranda.pdf
1169,b Trindade Amor (Refrão orante),Fr. Luiz Turra,,cantos/1169_b_Trindade_Amor_Refrão_orante.pdf
1170,"O Teu olhar, Maria",Ir. Míria T. Kolling,,cantos/1170_O_Teu_olhar_Maria.pdf
1171,"a Bento, bendito",Pe. Ney Brasil,,cantos/1171_a_Bento_bendito.pdf
1171,b Discípulos e missionários,Ir. Míria T. Kolling,,cantos/1171_b_Discípulos_e_missionários.pdf
1171,c O Senhor é meu Pastor (Refrão orante),Fr. Luiz Turra,,cantos/1171_c_O_Senhor_é_meu_Pastor_Refrão_orante.pdf
1172,a Comam do Pão,Original em francês: Jacques Berthier,,cantos/1172_a_Comam_do_Pão.pdf
1172,b Tende piedade,Fr. Luiz Turra,,cantos/1172_b_Tende_piedade.pdf
1172,c Luz que ilumina,Glória Viana,,cantos/1172_c_Luz_que_ilumina.pdf
1173,Não temas!... (Vocacional),Ir. Míria T. Kolling,,cantos/1173_Não_temas_Vocacional.pdf
1174,"Tu, bela Teresa",Ir. Míria T. Kolling,,cantos/1174_Tu_bela_Teresa.pdf
1175,Na fé pura e no amor,Eurivaldo S. Ferreira,João de Araújo,cantos/1175_Na_fé_pura_e_no_amor.pdf
1176,"Vem, meu amigo! Amiga, vem! (Acolhida)",Roberto Lima,,cantos/1176_Vem_meu_amigo_Amiga_vem_Acolhida.pdf
1177,"Vem, meu povo! (Abertura)",Pe. José Cândido da Silva,João de Araújo,cantos/1177_Vem_meu_povo_Abertura.pdf
1178,Como são belos! (Salmo responsorial),André Zamur,,cantos/1178_Como_são_belos_Salmo_responsorial.pdf
1179,"Aleluia! Cristo, Deus (Aclamação ao Evangelho)",Pe. José Cândido da Silva,João de Araújo,cantos/1179_Aleluia_Cristo_Deus_Aclamação_ao_Evangelho.pdf
1180,"Vê, Senhor! (Oferendas)",Pe. José Cândido da Silva,João de Araújo,cantos/1180_Vê_Senhor_Oferendas.pdf
1181,"Sempre tua, Senhor! (Comunhão)",Pe. José Cândido da Silva,João de Araújo,cantos/1181_Sempre_tua_Senhor_Comunhão.pdf
1182,Quem vai habitar (Pós comunhão),Pe. José Cândido da Silva,João de Araújo,cantos/1182_Quem_vai_habitar_Pós_comunhão.pdf
1183,"Vai, meu povo (Louvor final)",Pe. José Cândido da Silva,João de Araújo,cantos/1183_Vai_meu_povo_Louvor_final.pdf
1184,Queremos ver Jesus! (Refrão orante),Fr. Luiz turra,,cantos/1184_Queremos_ver_Jesus_Refrão_orante.pdf
1185,Deus é luz (Refrão orante),Josenildo do Pajeú,,cantos/1185_Deus_é_luz_Refrão_orante.pdf
1186,a Estes lábios meus,Josenildo do Pajeú,,cantos/1186_a_Estes_lábios_meus.pdf
1186,"b Ó Senhor, tu és meu Deus",Raquel N. Pereira,,cantos/1186_b_Ó_Senhor_tu_és_meu_Deus.pdf
1186,c Cada manhã,Ir. Míria T. Kolling),,cantos/1186_c_Cada_manhã.pdf
1186,d Na palma de vossa mão,Josenildo do Pajeú,,cantos/1186_d_Na_palma_de_vossa_mão.pdf
1186,e Que o caminho seja brando,Ir. Míria T. Kolling,Bênção irlandesa,cantos/1186_e_Que_o_caminho_seja_brando.pdf
1186,f A nossa companhia,Josenildo do Pajeú,,cantos/1186_f_A_nossa_companhia.pdf
1187,a Escute a Palavra do Senhor (Acolhida da Palavra),Pe. Pablo Campesino,,cantos/1187_a_Escute_a_Palavra_do_Senhor_Acolhida_da_Palavra.pdf
1187,b Deus é Bom!,Ir. Míria T. Kolling,,cantos/1187_b_Deus_é_Bom.pdf
1188,a Confesso a Deus,Luiz Antonio Bergonso,Missal Romano,cantos/1188_a_Confesso_a_Deus.pdf
1188,"b Senhor, piedade",Renato Bevilacqua,Missal Romano,cantos/1188_b_Senhor_piedade.pdf
1188,c Glória a Deus,Pe. Joãozinho,CNBB,cantos/1188_c_Glória_a_Deus.pdf
1188,d Por vosso amor,Josenildo do Pajeú,,cantos/1188_d_Por_vosso_amor.pdf
1188,e Santo,Pe. Daniel Cristiano Nicolini,,cantos/1188_e_Santo.pdf
1188,f Aclamações da Oração Eucarística,,,cantos/1188_f_Aclamações_da_Oração_Eucarística.pdf
1188,g Eis o mistério da fé!,Márcio Aquino,,cantos/1188_g_Eis_o_mistério_da_fé.pdf
1188,h Amém!,João Gregório Bohatczuk,,cantos/1188_h_Amém.pdf
1188,i Amém!,Raquel N. Pereira,,cantos/1188_i_Amém.pdf
1188,j Cordeiro de Deus,Renato Bevilacqua,,cantos/1188_j_Cordeiro_de_Deus.pdf
1189,a Aleluia!,João Gregório Bohatczuk,,cantos/1189_a_Aleluia.pdf
1189,b Aleluia!,Oseias Cardoso Dias,,cantos/1189_b_Aleluia.pdf
1190,"a Vinde, Santo Espírito! (Refrão orante)",Fr. Luiz Turra,,cantos/1190_a_Vinde_Santo_Espírito_Refrão_orante.pdf
1190,b Silêncio (Refrão orante),Fr. Luiz Turra,,cantos/1190_b_Silêncio_Refrão_orante.pdf
1191,Reunidos em nome de Deus (Abertura),Zé Vicente,,cantos/1191_Reunidos_em_nome_de_Deus_Abertura.pdf
1192,Celebrai com alegria,Pe. Arcângelo Gabriel Vigne,,cantos/1192_Celebrai_com_alegria.pdf
1193,"Bendito sejais, Senhor! (Oferendas)",Pe. Ney Brasil,D.R.,cantos/1193_Bendito_sejais_Senhor_Oferendas.pdf
1194,Felizes convidados (Comunhão),Zé Vicente,,cantos/1194_Felizes_convidados_Comunhão.pdf
1195,"O Cristo, nosso irmão (Comunhão)",Fr. Beraldo,,cantos/1195_O_Cristo_nosso_irmão_Comunhão.pdf
1196,"Oh, vinde, amigos! (Comunhão)",Pe. Arcângelo Gabriel Vigne,,cantos/1196_Oh_vinde_amigos_Comunhão.pdf
1197,Ó Deus Pai Criador!,Fr. Luiz Turra,,cantos/1197_Ó_Deus_Pai_Criador.pdf
1198,"Irmãos, chegou já a hora...",Ir. Míria T. Kolling,,cantos/1198_Irmãos_chegou_já_a_hora.pdf
1199,Din don dan,Pe. Pier,,cantos/1199_Din_don_dan.pdf
1200,a Deus é Bom!,Ir. Míria T. Kolling,,cantos/1200_a_Deus_é_Bom.pdf
1200,b Bendito o que vem!,Ir. Míria T. Kolling,,cantos/1200_b_Bendito_o_que_vem.pdf
1201,"Salve, ó Divina Cruz!",Pe. Arcângelo Gabriel Vigne,,cantos/1201_Salve_ó_Divina_Cruz.pdf
1202,Cantem céus e terra,Taizé,,cantos/1202_Cantem_céus_e_terra.pdf
1203,Ó Santo Espírito do Amor,Roberto Lima,,cantos/1203_Ó_Santo_Espírito_do_Amor.pdf
1204,Ó Trindade Santa,Roberto Lima,,cantos/1204_Ó_Trindade_Santa.pdf
1205,"Ó Maria, Mãe querida!",Pe. Arcângelo Gabriel Vigne,,cantos/1205_Ó_Maria_Mãe_querida.pdf
1206,Há um lugar de paz! (Cânone a 3 vozes),John Foster & Tom Chaplin,Eurivaldo S. Ferreira,cantos/1206_Há_um_lugar_de_paz_Cânone_a_3_vozes.pdf
1207,"Aclamamos a ti, ó Maria",Raquel N. Pereira,,cantos/1207_Aclamamos_a_ti_ó_Maria.pdf
1208,Seja o verde o sinal da esperança,Evaristo Martins de Souza Neto,Roberto Lima de Souza,cantos/1208_Seja_o_verde_o_sinal_da_esperança.pdf
1209,Há coisas que nascem para serem eternas,Ir. Míria T. Kolling,Pe. José Bortolini,cantos/1209_Há_coisas_que_nascem_para_serem_eternas.pdf
1210,Não há maior amor,Ir. Míria T. Kolling,,cantos/1210_Não_há_maior_amor.pdf
1211,Pescador dos bons tempos,André Zamur,João de Araújo,cantos/1211_Pescador_dos_bons_tempos.pdf
1212,"Abre-te, ó céu!...",Ir. Míria T. Kolling,,cantos/1212_Abre-te_ó_céu.pdf
1213,Na casa do Senhor (Salmo Responsorial),Ir. Míria T. Kolling,,cantos/1213_Na_casa_do_Senhor_Salmo_Responsorial.pdf
1214,Aleluia! (Aclamação ao Evangelho),Ir. Míria T. Kolling,,cantos/1214_Aleluia_Aclamação_ao_Evangelho.pdf
1215,"Pai, a Ti entrego (Oferendas)",Ir. Míria T. Kolling,,cantos/1215_Pai_a_Ti_entrego_Oferendas.pdf
1216,Feliz quem tem coração (Comunhão),Ir. Míria T. Kolling,,cantos/1216_Feliz_quem_tem_coração_Comunhão.pdf
1217,Até o céu!... (Louvor final),Ir. Míria T. Kolling,,cantos/1217_Até_o_céu_Louvor_final.pdf
1218,Ó vinde a mim! (Refrão orante),Ir. Míria T. Kolling,,cantos/1218_Ó_vinde_a_mim_Refrão_orante.pdf
1219,Firme de pé (Refrão orante),Fr. Adolfo Temme,,cantos/1219_Firme_de_pé_Refrão_orante.pdf
1220,"As vossas obras, ó Senhor (Abertura)",André Zamur,Fr. José Moacyr Cadenassi,cantos/1220_As_vossas_obras_ó_Senhor_Abertura.pdf
1221,"Em vossas mãos, Senhor (Salmo responsorial)",André Zamur,Lecionário Santoral,cantos/1221_Em_vossas_mãos_Senhor_Salmo_responsorial.pdf
1222,Aleluia ao Rei (Aclamação ao Evangelho),André Zamur,Fr. José Moacyr Cadenassi &,cantos/1222_Aleluia_ao_Rei_Aclamação_ao_Evangelho.pdf
