Numero,Titulo,Compositor_Melodia,Compositor_Letra,Arquivo
325,Tu és o Rei dos reis (Entrada),J. Thomaz Filho,Fr. Fabreti,cantos/325_Tu_és_o_Rei_dos_reis_Entrada.pdf
326,O Senhor é o Pastor que me conduz(Salmo Responsorial),,,cantos/326_O_Senhor_é_o_Pastor_que_me_conduzSalmo_Responsoria.pdf
327,Aleluia! Sou Rei (Aclamação ao Evangelho),Fr. Fabreti,,cantos/327_Aleluia_Sou_Rei_Aclamação_ao_Evangelho.pdf
328,Igual pastor (Oferendas),Fr. Fabreti,,cantos/328_Igual_pastor_Oferendas.pdf
329,Vou sair pelos prados (Comunhão),Fr. Fabreti,,cantos/329_Vou_sair_pelos_prados_Comunhão.pdf
330,A luz brilhou (Louvor final),Fr. Fabreti,,cantos/330_A_luz_brilhou_Louvor_final.pdf
331,Eu confesso,André J. Zamur,,cantos/331_Eu_confesso.pdf
332,Glória! Anjos no céu,André J. Zamur,CNBB,cantos/332_Glória_Anjos_no_céu.pdf
333,Santo!,André J. Zamur,,cantos/333_Santo.pdf
334,Eis o Mistério da fé!,André J. Zamur,,cantos/334_Eis_o_Mistério_da_fé.pdf
335,Oração Eucarística - Diversas circunstâncias (I),Ir. Míria T. Kolling,,cantos/335_Oração_Eucarística_-_Diversas_circunstâncias_I.pdf
336,Doxologia,André J. Zamur,,cantos/336_Doxologia.pdf
338,Cordeiro de Deus!,André J. Zamur,,cantos/338_Cordeiro_de_Deus.pdf
340,A Palavra de Deus é luz!,Raimundo Galvão,,cantos/340_A_Palavra_de_Deus_é_luz.pdf
341,Qual terra seca,André J. Zamur,,cantos/341_Qual_terra_seca.pdf
342,Desça como a chuva (Acolhida da Palavra),Ir. Agostinha V. de Melo,,cantos/342_Desça_como_a_chuva_Acolhida_da_Palavra.pdf
343,Todos os trabalhadores,Pe. Joãozinho,,cantos/343_Todos_os_trabalhadores.pdf
344,"Ouvi, Senhor",,,cantos/344_Ouvi_Senhor.pdf
345,As mesmas mãos,Zé Vicente,,cantos/345_As_mesmas_mãos.pdf
346,"Tua bênção, Senhor, nos ilumine",Pe. Geraldo Leite Barros,,cantos/346_Tua_bênção_Senhor_nos_ilumine.pdf
348,Que arda como brasa!,Ir. Agostinha V. de Mello,,cantos/348_Que_arda_como_brasa.pdf
349,"Terra, exulta de alegria (Sequência)",Míria T. Kolling,Tomás de Aquino,cantos/349_Terra_exulta_de_alegria_Sequência.pdf
350,Vamos todos louvar juntos (Transladação),Ir. Míria T. Kolling,S. Thomás de Aquino,cantos/350_Vamos_todos_louvar_juntos_Transladação.pdf
351,Ela é um espírito puro,Ir. Míria T. Kolling,,cantos/351_Ela_é_um_espírito_puro.pdf
354,Onipotente e bom Senhor,Zé Vicente,,cantos/354_Onipotente_e_bom_Senhor.pdf
355,Sempre cantando vou,,,cantos/355_Sempre_cantando_vou.pdf
357,É a gente que louva o Senhor!,,,cantos/357_É_a_gente_que_louva_o_Senhor.pdf
358,Sou feliz em Deus,Waldeci Farias,,cantos/358_Sou_feliz_em_Deus.pdf
359,O Reino de Deus,Ir. Míria T. Kolling,,cantos/359_O_Reino_de_Deus.pdf
361,Benditas as mãos de Marta,Ir. Míria T. Kolling,,cantos/361_Benditas_as_mãos_de_Marta.pdf
362,Vamos todos cantar!,Janduí de Araújo,,cantos/362_Vamos_todos_cantar.pdf
363,Estes lábios meus,Ir. Míria T. Kolling,,cantos/363_Estes_lábios_meus.pdf
365,Cantem louvores ao Senhor,Pe. Jocy,,cantos/365_Cantem_louvores_ao_Senhor.pdf
366,Bendito seja o Senhor!,,,cantos/366_Bendito_seja_o_Senhor.pdf
372,Bênção,,,cantos/372_Bênção.pdf
373,Uma voz fez-se ouvir (Entrada),Ir. Míria T. Kolling,João de Araújo,cantos/373_Uma_voz_fez-se_ouvir_Entrada.pdf
374,Exulta filha de Sião (Salmo responsorial),Ir. Míria T. Kolling,João de Araújo,cantos/374_Exulta_filha_de_Sião_Salmo_responsorial.pdf
375,Aleluia! Povo Santo de Deus(Aclamação ao Evangelho),Ir. Míria T. Kolling,João de Araújo,cantos/375_Aleluia_Povo_Santo_de_DeusAclamação_ao_Evangelho.pdf
376,Do céu vai descer o Cordeiro (Oferendas),Ir. Míria T. Kolling,João de Araújo,cantos/376_Do_céu_vai_descer_o_Cordeiro_Oferendas.pdf
377,As colinas vão ser abaixadas (Comunhão),Ir. Míria T. Kolling,João de Araújo,cantos/377_As_colinas_vão_ser_abaixadas_Comunhão.pdf
378,Com Maria subamos a Belém (Louvor final),Ir. Míria T. Kolling,João de Araújo,cantos/378_Com_Maria_subamos_a_Belém_Louvor_final.pdf
379,Quem tem planos (Entrada),André J. Zamur,J. Thomaz Filho,cantos/379_Quem_tem_planos_Entrada.pdf
380,Elevamos nossos olhos para Ti,André J. Zamur,J. Thomaz Filho,cantos/380_Elevamos_nossos_olhos_para_Ti.pdf
381,Aleluia! Que a tua Palavra (Aclamação ao Evangelho),André J. Zamur,J. Thomaz Filho,cantos/381_Aleluia_Que_a_tua_Palavra_Aclamação_ao_Evangelho.pdf
382,Suor de quem tanto lutou (Oferendas),André J. Zamur,J. Thomaz Filho,cantos/382_Suor_de_quem_tanto_lutou_Oferendas.pdf
383,Nesse brilho que trazem nos olhos (Comunhão),André J. Zamur,J. Thomaz Filho,cantos/383_Nesse_brilho_que_trazem_nos_olhos_Comunhão.pdf
384,Olhando de novo o horizonte (Louvor Final),André J. Zamur,J. Thomaz Filho,cantos/384_Olhando_de_novo_o_horizonte_Louvor_Final.pdf
385,Kyrie!,,,cantos/385_Kyrie.pdf
386,"Senhor, piedade!",Dulcemar Lafaille,,cantos/386_Senhor_piedade.pdf
387,Glória a Deus nos altos céus,Fr. Cristiano Marmelo,,cantos/387_Glória_a_Deus_nos_altos_céus.pdf
388,Nosso Deus Senhor é Santo!,Casimiro Nogueira,,cantos/388_Nosso_Deus_Senhor_é_Santo.pdf
390,Após a consagração,Juliana Marilia Colli,,cantos/390_Após_a_consagração.pdf
391,Oração Eucarística - Diversas circunstâncias,Juliana Colli,,cantos/391_Oração_Eucarística_-_Diversas_circunstâncias.pdf
392,Doxologia,Owen Alstott,,cantos/392_Doxologia.pdf
393,Amém!,Owen Alstott,,cantos/393_Amém.pdf
394,Pai Nosso!,André Zamur,,cantos/394_Pai_Nosso.pdf
395,Ouve-nos Senhor!,Ir. Míria T. Kolling,,cantos/395_Ouve-nos_Senhor.pdf
396,Que a paz esteja contigo! (Abraço da paz),Juliana Colli,,cantos/396_Que_a_paz_esteja_contigo_Abraço_da_paz.pdf
397,Cordeiro de Deus,Casimiro Nogueira,,cantos/397_Cordeiro_de_Deus.pdf
398,O Senhor esteja convosco! (Saudação e bênção),Hinário litúrgico,,cantos/398_O_Senhor_esteja_convosco_Saudação_e_bênção.pdf
399,Ide em paz (Despedida),Hinário litúrgico,,cantos/399_Ide_em_paz_Despedida.pdf
401,Trabalhar o pão (Oferendas),Pe. Zezinho,,cantos/401_Trabalhar_o_pão_Oferendas.pdf
402,Partir o pão na mesa,Eliomar Ribeiro,,cantos/402_Partir_o_pão_na_mesa.pdf
403,"Te damos graças, Pai! (Comunhão)",Simei Monteiro,,cantos/403_Te_damos_graças_Pai_Comunhão.pdf
404,Presente Tu estás,Um hino ao Divino!,,cantos/404_Presente_Tu_estás.pdf
405,Preenche meu ser!,,,cantos/405_Preenche_meu_ser.pdf
406,Um pouco além do presente,Silvio Meincke,,cantos/406_Um_pouco_além_do_presente.pdf
408,"Povos da América - Vinde, vede e anunciai!",Pe. José Cândido da Silva,,cantos/408_Povos_da_América_-_Vinde_vede_e_anunciai.pdf
409,A bênção de Deus,CELMU,,cantos/409_A_bênção_de_Deus.pdf
410,Nossa Senhora entrou na glória,Ir. Míria T. Kolling,D. Carlos Alberto Navarro,cantos/410_Nossa_Senhora_entrou_na_glória.pdf
411,Ave Maria do Brasil,Maria Sardenberg,,cantos/411_Ave_Maria_do_Brasil.pdf
414,Um dia escutei teu chamado (Vocacional),José Acácio Santana,,cantos/414_Um_dia_escutei_teu_chamado_Vocacional.pdf
415,A estrada é longa e difícil,Ir. Terezinha Cruz,,cantos/415_A_estrada_é_longa_e_difícil.pdf
416,"Escuta, Israel! (Refrão à Palavra)",,,cantos/416_Escuta_Israel_Refrão_à_Palavra.pdf
417,"Senhor, tua Santa Palavra!",José Acácio Santana,,cantos/417_Senhor_tua_Santa_Palavra.pdf
418,"Luz na frente, paz na guia!",Zé Vicente,,cantos/418_Luz_na_frente_paz_na_guia.pdf
420,Caminhando sem parar!,Pe. Joãozinho,,cantos/420_Caminhando_sem_parar.pdf
421,"Ó São Pedro, pedra forte",Pe. Joãozinho,,cantos/421_Ó_São_Pedro_pedra_forte.pdf
422,"Enviai, Senhor!",Mons. Vicente Ambrósio dos Santos,,cantos/422_Enviai_Senhor.pdf
423,Bendito o que vem em nome do Senhor (Acolhida do bispo),Alejandro Mejia,,cantos/423_Bendito_o_que_vem_em_nome_do_Senhor_Acolhida_do_bi.pdf
424,Duas vidas a fé celebrando (Entrada dos noivos),Ir. Míria T. Kolling,João de Araújo,cantos/424_Duas_vidas_a_fé_celebrando_Entrada_dos_noivos.pdf
425,Ave Maria! Noiva também,Ir. Míria T. Kolling,Pe. Lucio Floro,cantos/425_Ave_Maria_Noiva_também.pdf
426,"Senhor, nosso caminho preparaste",Ir. Míria T. Kolling,J. Thomaz Filho,cantos/426_Senhor_nosso_caminho_preparaste.pdf
433,Vimos hoje (Canto de entrada),Ir. Míria T. Kolling,,cantos/433_Vimos_hoje_Canto_de_entrada.pdf
434,No silêncio do coração,Ir. Míria T. Kolling,,cantos/434_No_silêncio_do_coração.pdf
435,Vai falar no Evangelho (Aclamação ao Evangelho),Ir. Míria T. Kolling,,cantos/435_Vai_falar_no_Evangelho_Aclamação_ao_Evangelho.pdf
436,"No Teu altar, Senhor (Ofertas)",Ir. Míria T. Kolling,,cantos/436_No_Teu_altar_Senhor_Ofertas.pdf
437,Somos felizes (Comunhão),Ir. Míria T. Kolling,,cantos/437_Somos_felizes_Comunhão.pdf
438,Quero ouvir Teu apelo! (Louvor final),Ir. Míria T. Kolling,,cantos/438_Quero_ouvir_Teu_apelo_Louvor_final.pdf
439,Eu era ovelha desgarrada (Entrada),André Zamur,João de Araújo,cantos/439_Eu_era_ovelha_desgarrada_Entrada.pdf
440,O Senhor é minha luz (Salmo responsorial),André Zamur,João de Araújo,cantos/440_O_Senhor_é_minha_luz_Salmo_responsorial.pdf
441,Aleluia! De alegria e (Aclamação ao Evangelho),André Zamur,João de Araújo,cantos/441_Aleluia_De_alegria_e_Aclamação_ao_Evangelho.pdf
442,Fui buscar minha oferta (Oferendas),André Zamur,João de Araújo,cantos/442_Fui_buscar_minha_oferta_Oferendas.pdf
443,Cantando eu venho (Comunhão),André Zamur,João de Araújo,cantos/443_Cantando_eu_venho_Comunhão.pdf
444,"Louvor, é louvor minha vida (Louvor final)",André Zamur,João de Araújo,cantos/444_Louvor_é_louvor_minha_vida_Louvor_final.pdf
445,"Senhor, tem piedade de nós",Clara A. Lazaro,,cantos/445_Senhor_tem_piedade_de_nós.pdf
446,Glória a Deus (Hino de louvor),Renato Bevilacqua,,cantos/446_Glória_a_Deus_Hino_de_louvor.pdf
447,É Palavra do Senhor,,,cantos/447_É_Palavra_do_Senhor.pdf
448,Proclamação da Palavra,,,cantos/448_Proclamação_da_Palavra.pdf
449,Prece dos fiéis - Respostas,,,cantos/449_Prece_dos_fiéis_-_Respostas.pdf
450,Bênção,Ir. Míria T. Kolling,,cantos/450_Bênção.pdf
451,Santo!,Joel Eloi Franz,,cantos/451_Santo.pdf
452,Aclamação após a Consagração,Moacir A da Silva Jr.,,cantos/452_Aclamação_após_a_Consagração.pdf
453,Oração Eucarística,,,cantos/453_Oração_Eucarística.pdf
454,Doxologia - O grande Amém,Marty Haugen,,cantos/454_Doxologia_-_O_grande_Amém.pdf
455,A paz do Senhor,Aders Ruuth,,cantos/455_A_paz_do_Senhor.pdf
456,Cordeiro de Deus,Fr. Rodrigo Borgheti,,cantos/456_Cordeiro_de_Deus.pdf
626,Graças meu Deus,Ir. Míria T. Kolling,,cantos/626_Graças_meu_Deus.pdf
627,Quando comecei a andar,Ir. Míria T. Kolling,,cantos/627_Quando_comecei_a_andar.pdf
628,"Pai, eis chegada a hora",Ir. Míria T. Kolling,,cantos/628_Pai_eis_chegada_a_hora.pdf
629,Eu te seguirei!,Ir. Míria T. Kolling,,cantos/629_Eu_te_seguirei.pdf
630,Cada vez que eu me lembro,Ir. Míria T. Kolling,,cantos/630_Cada_vez_que_eu_me_lembro.pdf
631,Eu vos digo,Ir. Míria T. Kolling,,cantos/631_Eu_vos_digo.pdf
632,"Deus vos salve, Deus! (Abertura da celebração)",Coda,,cantos/632_Deus_vos_salve_Deus_Abertura_da_celebração.pdf
633,O Senhor poderoso em amor (Comunhão),Hinário litúrgico,,cantos/633_O_Senhor_poderoso_em_amor_Comunhão.pdf
634,"Aceita, Senhor, a minha oferta",Ir. Míria T. Kolling,,cantos/634_Aceita_Senhor_a_minha_oferta.pdf
635,Para Deus todo canto e louvor,Zé Vicente,,cantos/635_Para_Deus_todo_canto_e_louvor.pdf
636,"Como te cantarei, Senhor?",Zé Vicente,,cantos/636_Como_te_cantarei_Senhor.pdf
637,É como a chuva que lava,Pe. Zezinho,,cantos/637_É_como_a_chuva_que_lava.pdf
638,A Palavra de Deus vai chegando,Josenildo do Pajeú,,cantos/638_A_Palavra_de_Deus_vai_chegando.pdf
639,Se eu não tiver amor,Fr. Acílio Mendes,,cantos/639_Se_eu_não_tiver_amor.pdf
641,Como o pau d'arco a florir,Hinário litúrgico,,cantos/641_Como_o_pau_darco_a_florir.pdf
642,O Espírito de Deus,,,cantos/642_O_Espírito_de_Deus.pdf
643,Quem és tu Senhora,Pe. Campos,,cantos/643_Quem_és_tu_Senhora.pdf
644,Queremos te coroar Maria,Maria Sardemberg,,cantos/644_Queremos_te_coroar_Maria.pdf
646,"Reveste-me, Senhor!",Romão José Ferreira,,cantos/646_Reveste-me_Senhor.pdf
646,Ide para a vinha!,Romão José Ferreira,,cantos/646_Ide_para_a_vinha.pdf
647,A fé está no pé,Pe. Loacir Luvison,,cantos/647_A_fé_está_no_pé.pdf
648,Pelos poetas cantada,Ir. Míria T. Kolling,,cantos/648_Pelos_poetas_cantada.pdf
649,Pai-herói,Judith Vargas,,cantos/649_Pai-herói.pdf
653,Indo e vindo,Fr. Adolfo Temme,,cantos/653_Indo_e_vindo.pdf
680,Aleluia!,Transposição: Ir. Míria T. Kolling,,cantos/680_Aleluia.pdf
681,Aclamação para o Domingo de Ramos,,,cantos/681_Aclamação_para_o_Domingo_de_Ramos.pdf
682,"Meu Deus, por que me abandonastes?",,,cantos/682_Meu_Deus_por_que_me_abandonastes.pdf
683,Nós nos gloriamos,Pe. José Freitas Campos,,cantos/683_Nós_nos_gloriamos.pdf
684,O Cálice por nós abençoado,José Acácio Santana,,cantos/684_O_Cálice_por_nós_abençoado.pdf
685,Jesus erguendo-se da ceia,Valdeci Farias,,cantos/685_Jesus_erguendo-se_da_ceia.pdf
686,É sangue o que era vinho,Pe. José Freitas Campos,,cantos/686_É_sangue_o_que_era_vinho.pdf
687,Eu vos dou novo mandamento,Pe. Ney Brasil,,cantos/687_Eu_vos_dou_novo_mandamento.pdf
688,Pai em tuas mãos,José Alberto Fontanella,,cantos/688_Pai_em_tuas_mãos.pdf
689,Eis o lenho da cruz,,,cantos/689_Eis_o_lenho_da_cruz.pdf
690,Que te fiz meu povo eleito?,Pe. Ximenes,,cantos/690_Que_te_fiz_meu_povo_eleito.pdf
691,"Ó Pai, se é possível",José Acácio Santana,,cantos/691_Ó_Pai_se_é_possível.pdf
692,Exulte o céu e os anjos triunfantes,,,cantos/692_Exulte_o_céu_e_os_anjos_triunfantes.pdf
693,Ladainha de todos os Santos,,,cantos/693_Ladainha_de_todos_os_Santos.pdf
694,Eu vos anuncio grande alegria (Entrada),Ir. Míria T. Kolling,D. Carlos Alberto Navarro,cantos/694_Eu_vos_anuncio_grande_alegria_Entrada.pdf
695,Pelos pecados (Ato penitencial),Ir. Míria T. Kolling,D. Carlos Alberto Navarro,cantos/695_Pelos_pecados_Ato_penitencial.pdf
696,Uma voz clamou (Salmo responsorial),Ir. Míria T. Kolling,D. Carlos Alberto Navarro,cantos/696_Uma_voz_clamou_Salmo_responsorial.pdf
697,Aleluia! Vamos aclamar (Aclamação ao Evangelho),Ir. Míria T. Kolling,D. Carlos Alberto Navarro,cantos/697_Aleluia_Vamos_aclamar_Aclamação_ao_Evangelho.pdf
698,"Pai, abri nossa mão! (Oferendas)",Ir. Míria T. Kolling,D. Carlos Alberto Navarro,cantos/698_Pai_abri_nossa_mão_Oferendas.pdf
699,Fui judeu plenamente (Comunhão),Ir. Míria T. Kolling,D. Carlos Alberto Navarro,cantos/699_Fui_judeu_plenamente_Comunhão.pdf
700,Estrela da Evangelização (Louvor final),Ir. Míria T. Kolling,D.Carlos Alberto Navarro,cantos/700_Estrela_da_Evangelização_Louvor_final.pdf
701,"Vinde, irmãos e exultai na alegria (Entrada)",André J. Zamur,João de Araújo,cantos/701_Vinde_irmãos_e_exultai_na_alegria_Entrada.pdf
702,Os confins do universo (Salmo responsorial),André J. Zamur,João de Araújo,cantos/702_Os_confins_do_universo_Salmo_responsorial.pdf
703,Aleluia! Ao Deus Santo! (Aclamação ao Evangelho),André J. Zamur,João de Araújo,cantos/703_Aleluia_Ao_Deus_Santo_Aclamação_ao_Evangelho.pdf
704,No templo santo (Oferendas),André J. Zamur,João de Araújo,cantos/704_No_templo_santo_Oferendas.pdf
705,Já de paz se reveste a nossa vida (Comunhão),André J. Zamur,João de Araújo,cantos/705_Já_de_paz_se_reveste_a_nossa_vida_Comunhão.pdf
706,Na aldeia sofrida (Louvor Final),André J. Zamur,João de Araújo,cantos/706_Na_aldeia_sofrida_Louvor_Final.pdf
707,Com Jesus e com Maria (Entrada),Ir. Míria T. Kolling,Pe. Lucio Floro,cantos/707_Com_Jesus_e_com_Maria_Entrada.pdf
708,"Ó Senhor, cantarei!",Ir. Míria T. Kolling,Pe. Lucio Floro,cantos/708_Ó_Senhor_cantarei.pdf
709,Glória e louvor a Cristo (Aclamação ao Evangelho),Ir. Míria T. Kolling,,cantos/709_Glória_e_louvor_a_Cristo_Aclamação_ao_Evangelho.pdf
710,Trazemos à Mesa Santa (Oferendas),Ir. Míria T. Kolling,Pe. Lúcio Floro,cantos/710_Trazemos_à_Mesa_Santa_Oferendas.pdf
711,"José, humilde artesão (Comunhão)",Ir. Míria T. Kolling,Pe. Lúcio Floro,cantos/711_José_humilde_artesão_Comunhão.pdf
712,"Ó São José, eis todo um povo",Ir. Míria T. Kolling,,cantos/712_Ó_São_José_eis_todo_um_povo.pdf
713,"Pai, a Igreja vos pede (Entrada)",André J. Zamur,Pe. Lúcio Floro,cantos/713_Pai_a_Igreja_vos_pede_Entrada.pdf
714,"Enviai o Vosso Espírito, Senhor! (Salmo Responsorial)",Ir. Míria T. Kolling,,cantos/714_Enviai_o_Vosso_Espírito_Senhor_Salmo_Responsorial.pdf
715,Aleluia! É o nosso canto (Aclamação ao Evangelho),André Zamur,Pe. Lúcio Floro,cantos/715_Aleluia_É_o_nosso_canto_Aclamação_ao_Evangelho.pdf
716,Espírito Criador! (Oferendas),André J. Zamur,Pe. Lúcio Floro,cantos/716_Espírito_Criador_Oferendas.pdf
717,"Ó Senhor, Tu me ungiste! (Comunhão)",André J. Zamur,Pe. Lúcio Floro,cantos/717_Ó_Senhor_Tu_me_ungiste_Comunhão.pdf
718,Foi no seio de Maria (Louvor Final),André J. Zamur,Pe. Lúcio Floro,cantos/718_Foi_no_seio_de_Maria_Louvor_Final.pdf
719,O Senhor ressurgiu (Entrada),André J. Zamur,Maria de Fátima de Oliveira,cantos/719_O_Senhor_ressurgiu_Entrada.pdf
720,Glória a Deus nos altos céus,André J. Zamur,Maria de Fátima de Oliveira,cantos/720_Glória_a_Deus_nos_altos_céus.pdf
721,Este é o dia (Salmo responsorial),André J. Zamur,Maria de Fátima de Oliveira,cantos/721_Este_é_o_dia_Salmo_responsorial.pdf
722,Aleluia! O Senhor ressurgiu!(Aclamação ao Evangelho),André J. Zamur,Maria de Fátima de Oliveira,cantos/722_Aleluia_O_Senhor_ressurgiuAclamação_ao_Evangelho.pdf
723,As nossas ofertas de vinho e de pão,André J. Zamur,Maria de Fátima de Oliveira,cantos/723_As_nossas_ofertas_de_vinho_e_de_pão.pdf
724,O Senhor preparou um banquete (Comunhão),André J. Zamur,Maria de Fátima de Oliveira,cantos/724_O_Senhor_preparou_um_banquete_Comunhão.pdf
725,Aleluia! Hoje a morte foi vencida Louvor final),André J. Zamur,Maria de Fátima de Oliveira,cantos/725_Aleluia_Hoje_a_morte_foi_vencida_Louvor_final.pdf
726,Sabedoria infinita (Entrada),Ir. Míria T. Kolling,José Thomaz Filho,cantos/726_Sabedoria_infinita_Entrada.pdf
727,Glória e louvor eternamente! (Salmo responsorial),Ir. Míria T. Kolling,José Thomaz Filho,cantos/727_Glória_e_louvor_eternamente_Salmo_responsorial.pdf
730,"Aleluia! Tua Palavra é fecunda, Senhor!",Ir. Míria T. Kolling,José Thomaz Filho,cantos/730_Aleluia_Tua_Palavra_é_fecunda_Senhor.pdf
731,No cuidado da semente (Oferendas),Ir. Míria T. Kolling,José Thomaz Filho,cantos/731_No_cuidado_da_semente_Oferendas.pdf
732,Teu amor vai além da medida,Ir. Míria T. Kolling,José Thomaz Filho,cantos/732_Teu_amor_vai_além_da_medida.pdf
732,"B Quem és Tu, meu Deus? (Após a Comunhão)",Ir. Míria T. Kolling,José Thomaz Filho,cantos/732_B_Quem_és_Tu_meu_Deus_Após_a_Comunhão.pdf
733,Quando a história amadurece (Louvor final),Ir. Míria T. Kolling,José Thomaz Filho,cantos/733_Quando_a_história_amadurece_Louvor_final.pdf
734,Ao Senhor Deus todo o poder (Entrada),Ir. Míria T. Kolling,Maria de Fátima Oliveira,cantos/734_Ao_Senhor_Deus_todo_o_poder_Entrada.pdf
735,Por não termos sabido,Ir. Míria T. Kolling,Maria de Fátima Oliveira,cantos/735_Por_não_termos_sabido.pdf
736,A Palavra de Deus é perfeita! (Salmo responsorial),Ir. Míria T. Kolling,Maria de Fátima Oliveira,cantos/736_A_Palavra_de_Deus_é_perfeita_Salmo_responsorial.pdf
737,Aleluia! Vai falar-no Jesus (Aclamação ao Evangelho),Ir. Míria T. Kolling,Maria de Fátima Oliveira,cantos/737_Aleluia_Vai_falar-no_Jesus_Aclamação_ao_Evangelho.pdf
738,Com o vinho e com o pão (Oferendas),Ir. Míria T. Kolling,Maria de Fátima Oliveira,cantos/738_Com_o_vinho_e_com_o_pão_Oferendas.pdf
739,Santo é o Deus da História,Ir. Míria T. Kolling,Maria de Fátima Oliveira,cantos/739_Santo_é_o_Deus_da_História.pdf
740,Sedentos de amor (Comunhão),Ir. Míria T. Kolling,Maria de Fátima Oliveira,cantos/740_Sedentos_de_amor_Comunhão.pdf
741,"Ave Maria, cheia de graça! (Louvor final)",Ir. Míria T. Kolling,Maria de Fátima Oliveira,cantos/741_Ave_Maria_cheia_de_graça_Louvor_final.pdf
742,"Ei, você (Entrada)",André J. Zamur,José Thomaz Filho,cantos/742_Ei_você_Entrada.pdf
743,Se Esquecemos,J. Thomaz Filho,,cantos/743_Se_Esquecemos.pdf
744,"Alê, Aleluia! (Aclamação ao Evangelho)",André J. Zamur,José Thomaz Filho,cantos/744_Alê_Aleluia_Aclamação_ao_Evangelho.pdf
745,Semente (Oferendas),André J. Zamur,José Thomaz Filho,cantos/745_Semente_Oferendas.pdf
746,Sou bem mais do que amigo (Comunhão),André J. Zamur,José Thomaz Filho,cantos/746_Sou_bem_mais_do_que_amigo_Comunhão.pdf
747,Tu conheces o meu coração,André J. Zamur,J. Thomaz Filho,cantos/747_Tu_conheces_o_meu_coração.pdf
748,Nossa glória está na Cruz de Jesus,Ir. Míria T. Kolling,Fr. José Moacyr Cadenassi,cantos/748_Nossa_glória_está_na_Cruz_de_Jesus.pdf
749,Das obras do Senhor!,Ir. Míria T. Kolling,,cantos/749_Das_obras_do_Senhor.pdf
750,Aleluia!,Ir. Míria T. Kolling,Fr. José Moacyr,cantos/750_Aleluia.pdf
751,Bendito para sempre!,Ir. Míria T. Kolling,Fr. José Moacyr,cantos/751_Bendito_para_sempre.pdf
752,Na Páscoa da Nova Aliança,Ir. Míria T. Kolling,Fr. José Moacyr,cantos/752_Na_Páscoa_da_Nova_Aliança.pdf
753,Nesta terra de raças e culturas,Ir. Míria T. Kolling,José Moacyr,cantos/753_Nesta_terra_de_raças_e_culturas.pdf
754,Na solidão do Calvário,Ir. Míria T. Kolling,Fr. José Moacyr,cantos/754_Na_solidão_do_Calvário.pdf
755,Glória,Ir. Míria T. Kolling,,cantos/755_Glória.pdf
756,Vossa Igreja vos pede,A. Cangiani,,cantos/756_Vossa_Igreja_vos_pede.pdf
757,Santo,Ir. Míria T. Kolling,,cantos/757_Santo.pdf
758,Mandai vosso Espírito Santo,A. Cangiani,,cantos/758_Mandai_vosso_Espírito_Santo.pdf
759,"Como é grande, ó Pai, a Vossa misericórdia",A. Cangiani,,cantos/759_Como_é_grande_ó_Pai_a_Vossa_misericórdia.pdf
760,Doxologia,O grande Amém,,cantos/760_Doxologia.pdf
761,Cordeiro de Deus,,,cantos/761_Cordeiro_de_Deus.pdf
762,Em nome do Pai,Reginaldo Veloso,,cantos/762_Em_nome_do_Pai.pdf
763,"Senhor, tende piedade de nós",Pe. Pedro Brito,,cantos/763_Senhor_tende_piedade_de_nós.pdf
764,Santo é o Senhor!,Antonieta (BA),,cantos/764_Santo_é_o_Senhor.pdf
765,Oração Euscarística,Pe. Elias Della Giustina,,cantos/765_Oração_Euscarística.pdf
766,Após a Consagração,Moacyr Maciel,,cantos/766_Após_a_Consagração.pdf
767,O grande Amém,Marcos Roberto Baldini,,cantos/767_O_grande_Amém.pdf
768,Pai Nosso,Oswaldo José dos Santos,,cantos/768_Pai_Nosso.pdf
769,Paz e bem!,Abraço da paz,,cantos/769_Paz_e_bem.pdf
770,Cordeiro de Deus,Pe. José Cândido,,cantos/770_Cordeiro_de_Deus.pdf
771,Ato Penitencial,Flávio Luiz J. Ferreira,,cantos/771_Ato_Penitencial.pdf
771,Glória!,Flávio Luiz J. Ferreira,texto oficial da CNBB,cantos/771_Glória.pdf
773,Prece dos fiéis,"recolhido por Pe. Jesus Bringes, smj",,cantos/773_Prece_dos_fiéis.pdf
774,Santo,Odilo Heissler,,cantos/774_Santo.pdf
775,Após a consagração,Ronaldo Ramos da Silva,,cantos/775_Após_a_consagração.pdf
776,Aclamações da Oração Eucarística VI-A (e outras),Pe. Elias Della Giusrina,,cantos/776_Aclamações_da_Oração_Eucarística_VI-A_e_outras.pdf
777,Amém!,Pe. Zezinho,,cantos/777_Amém.pdf
778,Pai Nosso ( versão ecumênica ),Pe. Joaquim Ximenes Coutinho,,cantos/778_Pai_Nosso_versão_ecumênica.pdf
779,Cordeiro de Deus,Pe. Tarcisio Pedro Vieira,,cantos/779_Cordeiro_de_Deus.pdf
780,Ato Penitencial,Pe. Ney Brasil,,cantos/780_Ato_Penitencial.pdf
781,Hino de Louvor,Telmo José Tomio,CNBB,cantos/781_Hino_de_Louvor.pdf
782,Creio,Recolhido por: Ir. Miria,,cantos/782_Creio.pdf
783,"Acolhei nossa prece, Senhor!",M.: Ir. Miria T. Kolling,,cantos/783_Acolhei_nossa_prece_Senhor.pdf
784,Bendito da Ceia Do Senhor,Concordi Laefilia,Reginaldo Veloso,cantos/784_Bendito_da_Ceia_Do_Senhor.pdf
